Store Name,Address,Contact,Latitude,Longitude,Store URL,formatted_address,street_number,route,locality,admin_area_3,admin_area_2,admin_area_1,country,country_code,postal_code,latitude,longitude
Roma Giulio Agricola,"Viale Giulio Agricola 20, 00174 Roma , RM","06/96678489, ",41.8562631,12.5595542,https://www.pampanorama.it/punti-vendita/roma-giulio-agricola,"Via Marco Valerio Corvo, 116, 00174 Roma RM, Italy",116,Via Marco Valerio Corvo,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,00174,41.8565704,12.5597977
Roma Anicio Gallo,"Viale Anicio Gallo, 96, 00174 Roma , RM","06/45751869, ",41.853199,12.5628996,https://www.pampanorama.it/punti-vendita/roma-anicio-gallo,"Viale Anicio Gallo, 96-98, 00174 Roma RM, Italy",96-98,Viale Anicio Gallo,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,00174,41.8532027,12.5628832
Roma Lemonia,"Via Lemonia, 183, 00174 Roma , RM","067108214, ",41.852791,12.559048,https://www.pampanorama.it/punti-vendita/pam-roma-lemonia,"Via Lemonia, 183, 00174 Roma RM, Italy",183,Via Lemonia,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,00174,41.8527711,12.5590839
Alessandria Corso Roma,"Corso Roma, 74, 15121 Alessandria , AL",", ",44.91159,8.61277,https://www.pampanorama.it/punti-vendita/alessandria-corso-roma,"Corso Roma, 74, 15121 Alessandria AL, Italy",74,Corso Roma,Alessandria,Alessandria,Provincia di Alessandria,Piemonte,Italy,IT,15121,44.9115903,8.6128172
Alessandria,"Corso Romita, 15121 Alessandria , AL","0131/281611, ",44.907299,8.61168,https://www.pampanorama.it/punti-vendita/panorama-alessandria,"Via Savona, 38, 15121 Alessandria AL, Italy",38,Via Savona,Alessandria,Alessandria,Provincia di Alessandria,Piemonte,Italy,IT,15121,44.90742729999999,8.6117796
Asti,"Corso Torino, 30, 14010 Asti , AT","0141/419417, ",44.9023018,8.1909504,https://www.pampanorama.it/punti-vendita/asti,"Corso Torino, 113, 14100 Asti AT, Italy",113,Corso Torino,Asti,Asti,Provincia di Asti,Piemonte,Italy,IT,14100,44.9024069,8.1910632
Gignese,"Vicolo Balilla 1, 28836 Gignese , VB","032320708, ",45.860843,8.508743,https://www.pampanorama.it/punti-vendita/pam-gignese,"Via Regina Margherita, 25, 28836 Gignese VB, Italy",25,Via Regina Margherita,Gignese,Gignese,Provincia del Verbano-Cusio-Ossola,Piemonte,Italy,IT,28836,45.8608894,8.5088701
Pino Torinese,"via Chieri, 96, 10025 Pino Torinese , TO","011/8112977, ",45.028801,7.7975798,https://www.pampanorama.it/punti-vendita/pino-torinese,"Via Chieri, 96, 10025 Pino Torinese TO, Italy",96,Via Chieri,Pino Torinese,Pino Torinese,Città Metropolitana di Torino,Piemonte,Italy,IT,10025,45.0287428,7.7972686
Torino Volturno,"Via Volturno, 14, 10133 Torino , TO","0116602005, ",45.056103,7.695204,https://www.pampanorama.it/punti-vendita/pam-torino-volturno,"Via Bicocca, 2, 10133 Torino TO, Italy",2,Via Bicocca,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10133,45.0560728,7.695095299999998
Torino Montebello,"Via Montebello, 21, 10121 Torino , TO","011-19239947, ",45.0704002,7.6935,https://www.pampanorama.it/punti-vendita/pam-local-torino-montebello,"Corso S. Maurizio, 12C, 10124 Torino TO, Italy",12C,Corso San Maurizio,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10124,45.07039109999999,7.6935687
Torino Bogino,"Via Giambattista Bogino, 15, 10123 Torino , TO","327.7580201, ",45.067698,7.687134,https://www.pampanorama.it/punti-vendita/pam-torino-bogino,"Via Gianbattista Bogino, 15, 10123 Torino TO, Italy",15,Via Gianbattista Bogino,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10123,45.0677088,7.687160399999999
Torino Madama Cristina,"Via Madama Cristina, 24, Torino , TO",", ",45.0569,7.6820698,https://www.pampanorama.it/punti-vendita/torino-madamacristina,"Via Madama Cristina, 26, 10125 Torino TO, Italy",26,Via Madama Cristina,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10125,45.0568556,7.6820701
Torino Bramante,"C.so Bramante, 93, 10126 Torino , TO","011/6963626, ",45.0419998,7.6757898,https://www.pampanorama.it/punti-vendita/torino-bramante,"Via Pio Foà, 92, 10126 Torino TO, Italy",92,Via Pio Foà,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10126,45.0421551,7.6757894
Torino Lagrange,"Via Lagrange, 47/A, 10123 Torino , TO","011/19697066, ",45.0633011,7.6811199,https://www.pampanorama.it/punti-vendita/torino-lagrange,"Via Guarino Guarini, 4, 10123 Torino TO, Italy",4,Via Guarino Guarini,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10123,45.063331,7.681092599999999
Torino XX Settembre,"Via XX Settembre, 64, 10121 Torino , TO","011/19529739, ",45.0699005,7.6821799,https://www.pampanorama.it/punti-vendita/pam-local-torino-xx-settembre,"V. Antonio Bertola, 8, 10121 Torino TO, Italy",8,Via Antonio Bertola,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10121,45.0698857,7.6821666
Torino Nizza,"Via Nizza 111, 10126 Torino , TO","011/19235131, ",45.0485001,7.6735301,https://www.pampanorama.it/punti-vendita/torino-nizza,"Via Nizza, 111/E, 10126 Torino TO, Italy",111/E,Via Nizza,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10126,45.0484736,7.673629
Torino Nizza 162,"Via Nizza 162 - ang. Via Alassio, 10125 Torino , TO",", ",45.03906,7.66974,https://www.pampanorama.it/punti-vendita/torino-nizza-162,"Via Nizza, 162, 10126 Torino TO, Italy",162,Via Nizza,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10126,45.0390828,7.669728999999998
Torino Filiberto,"Piazza Emanuele Filiberto, 12, 10122 Torino , TO","011 19235171, ",45.0772018,7.6809502,https://www.pampanorama.it/punti-vendita/torino-filiberto,"Corso Regina Margherita, 125, 10122 Torino TO, Italy",125,Corso Regina Margherita,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10122,45.0772395,7.6810506
Torino Botero,"Via Botero, 18, 10122 Torino , TO","011/0464562, ",45.0707016,7.6778498,https://www.pampanorama.it/punti-vendita/pam-local-torino-botero,"Via Rodi, 2, 10122 Torino TO, Italy",2,Via Rodi,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10122,45.0706605,7.677886900000001
Torino Lingotto,"Via Nizza, 230, 10126 Torino , TO","011/6648661, ",45.0343018,7.6679802,https://www.pampanorama.it/punti-vendita/torino-lingotto,"Via Nizza, 242, 10126 Torino TO, Italy",242,Via Nizza,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10126,45.0342977,7.6679844
Torino San Secondo,"Via San Secondo, 33, 10100 Torino , TO","011/5683428, ",45.0587006,7.6728101,https://www.pampanorama.it/punti-vendita/pam-local-torino-san-secondo,"Via S. Secondo, 46, 10128 Torino TO, Italy",46,Via San Secondo,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10128,45.0587247,7.6728144
Torino Carmine,"Via del Carmine, ang. Via Bligny, 10122 Torino , TO","011/19697029, ",45.0752983,7.6746302,https://www.pampanorama.it/punti-vendita/torino-carmine,"Via dei Quartieri, 0/H, 10122 Torino TO, Italy",0/H,Via dei Quartieri,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10122,45.07532579999999,7.674521399999999
Torino Palestro,"Corso Palestro, 3, 10122 Torino , TO","011/19524296, ",45.0746002,7.6730099,https://www.pampanorama.it/punti-vendita/pam-local-torino-palestro,"Corso Palestro, 6, 10122 Torino TO, Italy",6,Corso Palestro,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10122,45.0745217,7.672917299999999
San Domenico,"Via San Domenico, 35, 10122 Torino , TO","0114362008, ",45.0772018,7.6707301,https://www.pampanorama.it/punti-vendita/local-san-domenico,"Corso Giambattista Beccaria, 28, 10122 Torino TO, Italy",28,Corso Giambattista Beccaria,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10122,45.0771644,7.670717100000001
Torino Corso Francia,"Corso Francia, 3, 10138 Torino , TO",", ",45.076266,7.667061,https://www.pampanorama.it/punti-vendita/torino-corso-francia,"C.so Francia, 3/a, 10138 Torino TO, Italy",3/a,Corso Francia,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10138,45.0762821,7.6670976
Torino Acaja,"via Principi d'Acaja, 45/A, 10138 Torino , TO","011/19687998, ",45.0727997,7.6623001,https://www.pampanorama.it/punti-vendita/torino-acaja,"Via Pietro Palmieri, 51, 10138 Torino TO, Italy",51,Via Pietro Palmieri,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10138,45.072781,7.662299300000001
Torino Cibrario,"Via Cibrario, 35, 10144 Torino , TO","011/19529770, ",45.0788002,7.6645098,https://www.pampanorama.it/punti-vendita/pam-local-torino-cibrario,"Via Michele Schina, 26, 10144 Torino TO, Italy",26,Via Michele Schina,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10144,45.0789479,7.664432499999998
Torino Racconigi,"Corso Racconigi, 236/A, Torino , TO","011/19697041, ",45.0526009,7.6504202,https://www.pampanorama.it/punti-vendita/torino-racconigi,"Corso Racconigi, 270, 10141 Torino TO, Italy",270,Corso Racconigi,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10141,45.052584,7.6504234
Torino Traiano,"C.so Traiano, 58, 10135 Torino , TO","011/615379, ",45.0237999,7.6445298,https://www.pampanorama.it/punti-vendita/torino-traiano,"Corso Traiano, 60/A, 10135 Torino TO, Italy",60/A,Corso Traiano,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10135,45.0237274,7.644638699999999
Torino Santa Rita da Cascia,"Piazza Santa Rita Da Cascia 9, 10136 Torino , TO","011/19697053, ",45.0475998,7.6469402,https://www.pampanorama.it/punti-vendita/torino-cascia,"Via Tripoli, 72/A, 10136 Torino TO, Italy",72/A,Via Tripoli,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10136,45.0475857,7.6470198
Torino San Paolo,"Via S. Paolo, 36, 10141 Torino , TO","011/3352820, ",45.0629997,7.6505199,https://www.pampanorama.it/punti-vendita/torino-san-paolo,"Via S Paolo, 36/D, 10141 Torino TO, Italy",36/D,Via San Paolo,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10141,45.0630731,7.650509299999999
Torino Cosenza,"C.so Cosenza, 46/B, 10137 Torino , TO","011/322581, ",45.0355988,7.64218,https://www.pampanorama.it/punti-vendita/torino-cosenza,"Corso Cosenza, 46, 10137 Torino TO, Italy",46,Corso Cosenza,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10137,45.0356088,7.642174799999999
Torino Svizzera,"C.so Svizzera, 52, 10143 Torino , TO","011/7764110, ",45.0806007,7.65066,https://www.pampanorama.it/punti-vendita/torino-svizzera,"Corso Svizzera, 52, 10143 Torino TO, Italy",52,Corso Svizzera,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10143,45.0805371,7.650652200000001
Torino Orbassano,"C.so Orbassano, 212, 10137 Torino , TO","011/396061, ",45.042099,7.6378102,https://www.pampanorama.it/punti-vendita/torino-orbassano,"C.so Orbassano, 212, 10137 Torino TO, Italy",212,Corso Orbassano,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10137,45.0421142,7.637790000000001
Torino Frejus 92,"Via Frejus, 92, 10100 Torino , TO","01119239936, ",45.070449,7.643841,https://www.pampanorama.it/punti-vendita/pam-torino-frejus-92,"Via Fréjus, 92A, 10139 Torino TO, Italy",92A,Via Fréjus,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10139,45.07046320000001,7.643844700000001
Torino Delleani,"Via Lorenzo Delleani, 8, 10141 Torino , TO","01119524248, ",45.06732,7.636415,https://www.pampanorama.it/punti-vendita/pam-torino-delleani,"Via Lorenzo Delleani, 8, 10141 Torino TO, Italy",8,Via Lorenzo Delleani,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10141,45.06734460000001,7.6363599
Torino Salbertrand,"Via Salbertrand, 67, 10146 Torino , TO","011/7493362, ",45.0811997,7.6363902,https://www.pampanorama.it/punti-vendita/torino-salbertrand,"Via Salbertrand, 67, 10146 Torino TO, Italy",67,Via Salbertrand,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10146,45.0812459,7.6363767
Torino Peschiera,"Corso Peschiera 325, 10141 Torino , TO","011/0362012, ",45.073004,7.6274,https://www.pampanorama.it/punti-vendita/torino-peschiera,"Corso Peschiera, 325, 10141 Torino TO, Italy",325,Corso Peschiera,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10141,45.07300799999999,7.6273866
Collegno,"V.le Piemonte, 32/34, 10093 Collegno , TO","011-19687912, ",45.0765991,7.5759702,https://www.pampanorama.it/punti-vendita/collegno,"Viale Piemonte, 15, 10093 Collegno TO, Italy",15,Viale Piemonte,Collegno,Collegno,Città Metropolitana di Torino,Piemonte,Italy,IT,10093,45.07655399999999,7.5759401
Torino,"Strada Settimo Torinese, 371, 10099 San Mauro Torinese , TO","011/2230811, ",45.1183014,7.7386198,https://www.pampanorama.it/punti-vendita/torino,"Str. di Settimo, 336a, 10099 San Mauro Torinese TO, Italy",336a,Strada di Settimo,San Mauro Torinese,San Mauro Torinese,Città Metropolitana di Torino,Piemonte,Italy,IT,10099,45.1179615,7.739181599999999
Leinì,"Viale Europa, 10040 Leinì , TO","011/9982189, ",45.1838989,7.7199998,https://www.pampanorama.it/punti-vendita/leini,"Viale Europa, 42 A, 10040 Leini TO, Italy",42 A,Viale Europa,Leini,Leini,Città Metropolitana di Torino,Piemonte,Italy,IT,10040,45.18400099999999,7.720057
Venaria Reale,"Via Goito, 8, 10078 Venaria Reale , TO","0114591343, ",45.129724,7.63264,https://www.pampanorama.it/punti-vendita/pam-venaria-reale,"Via Goito, 11A, 10078 Venaria Reale TO, Italy",11A,Via Goito,Venaria Reale,Venaria Reale,Città Metropolitana di Torino,Piemonte,Italy,IT,10078,45.1296891,7.6326231
Torino Potenza,"C.so Potenza, 60, 10149 Torino , TO","011/2629581, ",45.0942993,7.6564899,https://www.pampanorama.it/punti-vendita/torino-potenza,"Via Val della Torre, 69/A, 10149 Torino TO, Italy",69/A,Via Val della Torre,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10149,45.0941937,7.6565803
Torino Porpora,"Via Porpora, 38/bis C, 10154 Torino , TO","011/201030, ",45.0980988,7.6984801,https://www.pampanorama.it/punti-vendita/torino-porpora,"Via Nicola Porpora, 38 bis/C, 10154 Torino TO, Italy",38 bis/C,Via Nicola Porpora,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10154,45.0980903,7.6984491
Piobesi Torinese,"Piazza Primo Maggio, 6, 10040 Piobesi Torinese , TO","0119657944, ",44.931292,7.61286,https://www.pampanorama.it/punti-vendita/pam-piobesi-torinese,"PIOBESI T.SE - P.za 1 Maggio 8, 10040 Piobesi Torinese TO, Italy",,,Piobesi Torinese,Piobesi Torinese,Città Metropolitana di Torino,Piemonte,Italy,IT,10040,44.93136,7.612859999999999
Rivarolo,"C.so Indipendenza, 50, 10086 Rivarolo Canavese , TO","0124/26738, ",45.3345985,7.7217498,https://www.pampanorama.it/punti-vendita/rivarolo,"C.so Indipendenza, 50, 10086 Rivarolo Canavese TO, Italy",50,Corso Indipendenza,Rivarolo Canavese,Rivarolo Canavese,Città Metropolitana di Torino,Piemonte,Italy,IT,10086,45.33472219999999,7.7219444
San Severo Terranova,"Via Terranova, SNC, 71016 San Severo , FG","0882 433780, ",41.68759,15.37,https://www.pampanorama.it/punti-vendita/san-severo-via-terranova-retail-pro,"Via C. Terranova, 61, 71016 San Severo FG, Italy",61,Via C. Terranova,San Severo,San Severo,Provincia di Foggia,Puglia,Italy,IT,71016,41.6877377,15.3702399
San Severo Togliatti,"Via Togliatti, 34, 71121 San Severo , FG","0882-248098, ",41.69444,15.37587,https://www.pampanorama.it/punti-vendita/san-severo-via-togliatti-retail-pro,"Via D'Orso, 13, 71016 San Severo FG, Italy",13,Via D'Orso,San Severo,San Severo,Provincia di Foggia,Puglia,Italy,IT,71016,41.69448,15.3758035
Craveggia,"Via Provinciale, 12, 28852 Craveggia , VB",", ",46.134546,8.326354,https://www.pampanorama.it/punti-vendita/pam-craveggia,"Via Provinciale, 10, 28855 Masera VB, Italy",10,Via Provinciale,Masera,Masera,Provincia del Verbano-Cusio-Ossola,Piemonte,Italy,IT,28855,46.1345725,8.32633
Guglionesi Molise,"Via Molise, SNC, 86034 Guglionesi , CB","0875 81878, ",41.91565,14.9188,https://www.pampanorama.it/punti-vendita/guglionesi-via-molise-retail-pro,"Via Basilicata, 10, 86034 Guglionesi CB, Italy",10,Via Basilicata,Guglionesi,Guglionesi,Provincia di Campobasso,Molise,Italy,IT,86034,41.9154832,14.9186313
Termoli Elba,"Via Elba, Snc, 86039 Termoli , CB",", ",41.99078,14.99448,https://www.pampanorama.it/punti-vendita/termoli-via-elba-retail-pro,"Via Elba, 28, 86039 Termoli CB, Italy",28,Via Elba,Termoli,Termoli,Provincia di Campobasso,Molise,Italy,IT,86039,41.9908387,14.9945625
Foggia Spagna,"Viale Spagna, 4 D/E/F, 71122 Foggia , FG","0881 662930, ",41.44571,15.5587,https://www.pampanorama.it/punti-vendita/foggia-via-spagna-retail-pro,"Viale Francia, 23, 71122 Foggia FG, Italy",23,Viale Francia,Foggia,Foggia,Provincia di Foggia,Puglia,Italy,IT,71122,41.445716,15.5586587
Foggia,"Via Annino Gentile, 60 - Angolo Via Lucera SNC, Foggia , FG",", ",41.468427,15.523006,https://www.pampanorama.it/punti-vendita/foggia,"Via Annino Gentile, 259, 71122 Foggia FG, Italy",259,Via Annino Gentile,,Foggia,Provincia di Foggia,Puglia,Italy,IT,71122,41.4684259,15.5231487
Foggia Gentile,"Via Gentile, 9, 71122 Foggia , FG","0881 663577, ",41.43936,15.5584,https://www.pampanorama.it/punti-vendita/foggia-via-gentile-retail-pro,"Viale Giovanni Gentile, 5, 71122 Foggia FG, Italy",5,Viale Giovanni Gentile,Foggia,Foggia,Provincia di Foggia,Puglia,Italy,IT,71122,41.4394195,15.5582813
Arezzo San Lorentino,"Via M. Perennio, 23, 52100 Arezzo , AR","0575047924, ",43.4688988,11.8736,https://www.pampanorama.it/punti-vendita/arezzo-san-lorentino,"Via Marco Perennio, 23, 52100 Arezzo AR, Italy",23,Via Marco Perennio,Arezzo,Arezzo,Provincia di Arezzo,Toscana,Italy,IT,52100,43.468883,11.8735931
Arezzo Campo Marzio,"Via Calò, 12 - ang. Via Curina, 52100 Arezzo , AR","0575/354455, ",43.4616013,11.8964005,https://www.pampanorama.it/punti-vendita/arezzo-campo-marzio,"Via Antonio Curina, 36, 52100 Arezzo AR, Italy",36,Via Antonio Curina,Arezzo,Arezzo,Provincia di Arezzo,Toscana,Italy,IT,52100,43.4616581,11.896548
San Giovanni Valdarno,"V.le Giotto, 28, 52027 San Giovanni Valdarno , AR","0559/121857, ",43.5676994,11.5398998,https://www.pampanorama.it/punti-vendita/san-giovanni-valdarno,"Viale Giotto, 28, 52027 San Giovanni Valdarno AR, Italy",28,Viale Giotto,San Giovanni Valdarno,San Giovanni Valdarno,Provincia di Arezzo,Toscana,Italy,IT,52027,43.5676295,11.5398452
Sansepolcro,"Via Montefeltro, 1/C, 52037 Sansepolcro , AR","0575/735493, ",43.5713005,12.1450996,https://www.pampanorama.it/punti-vendita/sansepolcro,"Ssp082 sansepolcro Centro Comm.Le, 52037 Sansepolcro AR, Italy",,,Sansepolcro,Sansepolcro,Provincia di Arezzo,Toscana,Italy,IT,52037,43.57117,12.1449824
Firenze Nazionale,"Via Nazionale, 108, 50123 Firenze , FI","055/9060558, ",43.75241,11.318558,https://www.pampanorama.it/punti-vendita/firenze-nazionale,"Via Roma, 108, 50012 Bagno A Ripoli FI, Italy",108,Via Roma,Bagno A Ripoli,Bagno a Ripoli,Città Metropolitana di Firenze,Toscana,Italy,IT,50012,43.7523905,11.31856
Firenze Mazzini,"Viale G. Mazzini, 15/R, Firenze , FI","055 – 1998 8470, ",43.7742596,11.2699218,https://www.pampanorama.it/punti-vendita/firenze-mazzini,"Via della Mattonaia, 70, 50121 Firenze FI, Italy",70,Via della Mattonaia,Firenze,Firenze,Città Metropolitana di Firenze,Toscana,Italy,IT,50121,43.7742161,11.2699569
Firenze dei Mille,"Viale dei Mille, 62, 50131 Firenze , FI","0555300093, ",43.78412,11.27326,https://www.pampanorama.it/punti-vendita/firenze-viale-dei-mille,"Viale dei Mille, 60 rosso, 50131 Firenze FI, Italy",60 rosso,Viale dei Mille,Firenze,Firenze,Città Metropolitana di Firenze,Toscana,Italy,IT,50131,43.7841072,11.2732309
Firenze Proconsolo,"Via del Proconsolo 85, Firenze , FI",", ",43.772128,11.257814,https://www.pampanorama.it/punti-vendita/firenze-proconsolo,"Via del Proconsolo, 85, 50122 Firenze FI, Italy",85,Via del Proconsolo,Firenze,Firenze,Città Metropolitana di Firenze,Toscana,Italy,IT,50122,43.7721328,11.2578108
Firenze Cavour,"Via Cavour 64/R, 50121 Firenze , FI","055 0944672, ",43.7761993,11.2568998,https://www.pampanorama.it/punti-vendita/pam-local-cavour,"Via Camillo Cavour, 72 R, 50122 Firenze FI, Italy",72 R,Via Camillo Cavour,Firenze,Firenze,Città Metropolitana di Firenze,Toscana,Italy,IT,50122,43.7761886,11.2569856
Firenze Ottaviani,"Piazza degli Ottaviani 13/R, 50123 Firenze , FI","055/5308553, ",43.7725983,11.2489004,https://www.pampanorama.it/punti-vendita/firenze-ottaviani,"Via Palazzuolo, 4 R, 50123 Firenze FI, Italy",4 R,Via Palazzuolo,Firenze,Firenze,Città Metropolitana di Firenze,Toscana,Italy,IT,50123,43.7725665,11.248865
Firenze Francavilla,"Via Francavilla, 13/15, 50142 Firenze , FI","055/0518445, ",43.7733994,11.2242003,https://www.pampanorama.it/punti-vendita/firenze-francavilla,"Via Pietro Francavilla, 13/A, 50142 Firenze FI, Italy",13/A,Via Pietro Francavilla,Firenze,Firenze,Città Metropolitana di Firenze,Toscana,Italy,IT,50142,43.7733485,11.2241984
Firenze Legnaia,"Via Andrea da Pontedera, 30, 50143 Firenze , FI","0559061526, ",43.7683983,11.2110996,https://www.pampanorama.it/punti-vendita/firenze-legnaia,"Via Andrea da Pontedera, 32, 50143 Firenze FI, Italy",32,Via Andrea da Pontedera,Firenze,Firenze,Città Metropolitana di Firenze,Toscana,Italy,IT,50143,43.768337,11.2110142
Trento,"Via G. B. Trener, 16, 38121 Trento , TN","0461/821256, ",46.0936012,11.1146002,https://www.pampanorama.it/punti-vendita/trento,"Via del Brennero, 175, 38121 Trento TN, Italy",175,Via del Brennero,Trento,Trento,Provincia autonoma di Trento,Trentino-Alto Adige,Italy,IT,38121,46.0936262,11.1138397
Borgo San Lorenzo,"Piazza Gramsci, 12, 50032 Borgo San Lorenzo , FI","0555370524, ",43.954119,11.3891,https://www.pampanorama.it/punti-vendita/pam-borgo-san-lorenzo,"Piazza Antonio Gramsci, 11, 50032 Borgo San Lorenzo FI, Italy",11,Piazza Antonio Gramsci,Borgo San Lorenzo,Borgo San Lorenzo,Città Metropolitana di Firenze,Toscana,Italy,IT,50032,43.9541096,11.3890751
Campi Bisenzio,"Via S.Quirico, 165, 50121 Firenze , FI","055/897651, ",43.8465996,11.1431999,https://www.pampanorama.it/punti-vendita/panorama-campi-bisenzio,"Via San Quirico, 165, 50013 Campi Bisenzio FI, Italy",165,Via San Quirico,Campi Bisenzio,Campi Bisenzio,Città Metropolitana di Firenze,Toscana,Italy,IT,50013,43.8466514,11.1431791
Prato Ferrucci,"Via Ferrucci, 132, 59100 Prato , PO","0574/593356, ",43.873322,11.10517,https://www.pampanorama.it/punti-vendita/prato-ferrucci,"Via Emilio Boni, 2, 59100 Prato PO, Italy",2,Via Emilio Boni,Prato,Prato,Provincia di Prato,Toscana,Italy,IT,59100,43.8733443,11.1049534
Poggio a Caiano,"V.le Matteotti, 18, 59016 Poggio a Caiano , PO","055/8778939, ",43.8190002,11.0509996,https://www.pampanorama.it/punti-vendita/poggio-a-caiano,"Via Risorgimento, 301, 59016 Poggio a Caiano PO, Italy",301,Via Risorgimento,Poggio a Caiano,Poggio a Caiano,Provincia di Prato,Toscana,Italy,IT,59016,43.8188835,11.0505866
San Miniato,"Via Pestalozzi, 10/12, 56028 San Miniato , PI","0571/43763, ",43.6935005,10.8343,https://www.pampanorama.it/punti-vendita/san-miniato,"S.Miniato B. V.Pestalozzi Supermercato, 56028 San Miniato Basso PI, Italy",,,San Miniato Basso,San Miniato,Provincia di Pisa,Toscana,Italy,IT,56028,43.6935367,10.8344306
Follonica,"Via Massetana - Loc. Le Corti Nuove, 58022 Follonica , GR","0566/264158, ",42.922699,10.7593002,https://www.pampanorama.it/punti-vendita/follonica,"Località Santa Corinna, 58022 Follonica GR, Italy",,,Follonica,Follonica,Provincia di Grosseto,Toscana,Italy,IT,58022,42.9226887,10.7593003
Grosseto Barberi,"Via De Barberi, 58100 Grosseto , GR","0564/417200, ",42.7560005,11.1162996,https://www.pampanorama.it/punti-vendita/grosseto-barberi,"Via Tito Speri, 42, 58100 Grosseto GR, Italy",42,Via Tito Speri,Grosseto,Grosseto,Provincia di Grosseto,Toscana,Italy,IT,58100,42.7559692,11.1162794
Grosseto Sabotino,"Via del Sabotino, 6, 58100 Grosseto , GR","0564/455318, ",42.7714005,11.1069002,https://www.pampanorama.it/punti-vendita/grosseto-sabotino,"Strada Statale 1 Vecchia Aurelia, 75, 58100 Grosseto GR, Italy",75,Strada Statale 1 Vecchia Aurelia,Grosseto,Grosseto,Provincia di Grosseto,Toscana,Italy,IT,58100,42.7713056,11.1069149
Piove di Sacco,"Via Michiel, 5, 35028 Piove di Sacco , PD","0495841049, ",45.295187,12.03836,https://www.pampanorama.it/punti-vendita/pam-piove-di-sacco,"Via Michiel, 3, 35028 Piove di Sacco PD, Italy",3,Via Michiel,Piove di Sacco,Piove di Sacco,Provincia di Padova,Veneto,Italy,IT,35028,45.2952211,12.0383915
Padova Santa Croce,"P.tta S. Croce, 17/18, 35123 Padova , PD","049/8803222, ",45.3917007,11.8706999,https://www.pampanorama.it/punti-vendita/padova-santa-croce,"Piazzale Santa Croce, 29, 35124 Padova PD, Italy",29,Piazzale Santa Croce,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35124,45.391746,11.870544
Padova Corso Milano,"Corso Milano, 90, 1241 Padova , PD",", ",45.4110985,11.8670998,https://www.pampanorama.it/punti-vendita/padova-milano,"35137, Corso Milano, 96, 35139 Padova PD, Italy",96,Corso Milano,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35139,45.4111139,11.8671276
Cadorna,"Via Cadorna, 22, 35123 Padova , PD",", ",45.39665,11.87042,https://www.pampanorama.it/punti-vendita/padova-cadorna,"Via Luigi Cadorna, 22A, 35123 Padova PD, Italy",22A,Via Luigi Cadorna,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35123,45.39661299999999,11.8704891
Umberto I,"Via Umberto I, 14, 35123 Padova , PD","0499863586, ",45.402832,11.8733511,https://www.pampanorama.it/punti-vendita/padova-umberto,"Via 20 Settembre, 37, 35122 Padova PD, Italy",37,Via 20 Settembre,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35122,45.4028674,11.8733737
