Store Name,Address,Contact,Latitude,Longitude,Store URL,formatted_address,street_number,route,locality,admin_area_3,admin_area_2,admin_area_1,country,country_code,postal_code,latitude,longitude,Shop ID
Ariano Irpino Martiri,"Via dei Martiri, SNC, 83031 Ariano Irpino , AV","0825824521, ",41.16162,15.11185,https://www.pampanorama.it/punti-vendita/ariano-irpino-via-martiri-retail-pro,"Via Martiri, snc, 83031 Ariano Irpino AV, Italy",snc,Via Martiri,Ariano Irpino,Ariano Irpino,Provincia di Avellino,Campania,Italy,IT,83031.0,41.1615066,15.1118512,67e2d42ec1670104499c151a
Avellino Cda Scrofeta,"Contrada Scrofeta, SNC, 83100 Avellino , AV","0825 39565, ",40.93344,14.80068,https://www.pampanorama.it/punti-vendita/avellino-cda-scrofeta-retail-pro,"Contrada Scrofeta, 4, 83100 Avellino AV, Italy",4,Contrada Scrofeta,,Avellino,Provincia di Avellino,Campania,Italy,IT,83100.0,40.9333764,14.8005376,
Grottaminarda Cda Piani,"Contrada Piani, SNC, 83035 Grottaminarda , AV","0825445375, ",41.0671,15.0793,https://www.pampanorama.it/punti-vendita/grottaminarda-cda-piani-retail-pro,"Contrada Piani, 42, 83035 Grottaminarda AV, Italy",42,Contrada Piani,,Grottaminarda,Provincia di Avellino,Campania,Italy,IT,83035.0,41.0670406,15.079262,
Mirabella San Michele,"Via S.Michele C/C. Il Carro, SNC, 83036 Mirabella Eclano , AV","0825 449849, ",41.0534,15.0223,https://www.pampanorama.it/punti-vendita/mirabella-via-san-michele-retail-pro,"SS303, 48, 83036 Passo di Mirabella-pianopantano AV, Italy",48,SS303,Passo di Mirabella-pianopantano,Mirabella Eclano,Provincia di Avellino,Campania,Italy,IT,83036.0,41.0534045,15.0223152,67e2d42ec1670104499c151f
Mirabella Calore,"Via Nazionale Calore, SNC, 83036 Mirabella Eclano , AV","0285-431015, ",41.05343,14.95453,https://www.pampanorama.it/punti-vendita/mirabella-via-calore-retail-pro,"SS90, 90, 83036 Calore AV, Italy",90,SS90,Calore,Mirabella Eclano,Provincia di Avellino,Campania,Italy,IT,83036.0,41.05331899999999,14.954388,67e2d42ec1670104499c1524
Pietradefusi Industrie,"Via Delle Industrie Zona Pip, SNC, 83030 Pietradefusi , AV","0825 962604, ",41.04017,14.89898,https://www.pampanorama.it/punti-vendita/pietradefusi-v-industrie-retail-pro,"Via dell'Industria, 8, 83030 Pietradefusi AV, Italy",8,Via dell'Industria,P.i.p. Dentecane,Pietradefusi,Provincia di Avellino,Campania,Italy,IT,83030.0,41.0399748,14.8989254,67e2d42ec1670104499c1529
Lioni Serro di Morra,"Via Serro di Morra, 6, Avellino , AV",", ",40.87874,15.19116,https://www.pampanorama.it/punti-vendita/lioni-serro-di-morra,"Via Serro di Morra, 6, 83047 Lioni AV, Italy",6,Via Serro di Morra,Lioni,Lioni,Provincia di Avellino,Campania,Italy,IT,83047.0,40.8786037,15.1910797,67e2d42ec1670104499c152e
Bentivoglio,"Via Marconi 48, 40010 Bentivoglio , BO","0516643224, ",44.63572,11.418095,https://www.pampanorama.it/punti-vendita/pam-bentivoglio,"Via Marconi, 48/A, 40010 Bentivoglio BO, Italy",48/A,Via Marconi,Bentivoglio,Bentivoglio,Città Metropolitana di Bologna,Emilia-Romagna,Italy,IT,40010.0,44.6357581,11.4181296,67e2d42ec1670104499c1533
Bologna Bellaria,"Via Bellaria, 47, 40139 Bologna , BO","051/544759, ",44.4760017,11.3870001,https://www.pampanorama.it/punti-vendita/bologna-bellaria,"Via Bellaria, 47, 40139 Bologna BO, Italy",47,Via Bellaria,Bologna,Bologna,Città Metropolitana di Bologna,Emilia-Romagna,Italy,IT,40139.0,44.4759552,11.3870762,67e2d42ec1670104499c1538
San Giorgio Del Sannio,"Via Falcone E Borsellino, SNC, 82018 San Giorgio Del Sannio , BN",", ",41.0678,14.85626,https://www.pampanorama.it/punti-vendita/san-giorgio-del-sannio-retail-pro,"Via Falcone - Borsellino, 9, 82018 San Giorgio del Sannio BN, Italy",9,Via Falcone - Borsellino,San Giorgio del Sannio,San Giorgio del Sannio,Provincia di Benevento,Campania,Italy,IT,82018.0,41.0678904,14.8562537,67e2d42ec1670104499c153d
Taurasi Maffei,"Via Maffei, SNC, 83030 Taurasi , AV",", ",41.00909,14.95492,https://www.pampanorama.it/punti-vendita/taurasi-via-maffei-retail-pro,"Via Ettore Maffei, 6A, 83030 Taurasi AV, Italy",6A,Via Ettore Maffei,Taurasi,Taurasi,Provincia di Avellino,Campania,Italy,IT,83030.0,41.0090069,14.9550307,67e2d42ec1670104499c1542
Lignano Sabbiadoro,"V.le Europa, 33/34, 33054 Lignano Sabbiadoro , UD","0431/722151, ",45.6809998,13.1149998,https://www.pampanorama.it/punti-vendita/lignano-sabbiadoro,"Villaggio Tarvisio, 2, 33054 Lignano Sabbiadoro UD, Italy",2,Villaggio Tarvisio,Lignano Sabbiadoro,Lignano Sabbiadoro,Ente di decentramento regionale di Udine,Friuli-Venezia Giulia,Italy,IT,33054.0,45.68090489999999,13.115597,67e2d42fc1670104499c1547
Bologna Corticella 2,"Via di Corticella, 101, Bologna , BO",", ",44.5490591,11.3551801,https://www.pampanorama.it/punti-vendita/pam-di-bologna,"Via di Corticella, 295/2, 40128 Bologna BO, Italy",295/2,Via di Corticella,Bologna,Bologna,Città Metropolitana di Bologna,Emilia-Romagna,Italy,IT,40128.0,44.5490494,11.3551905,67e2d42fc1670104499c154c
Bologna Castel San Pietro Terme,"Via Emilia Ponente, 211, 40024 Bologna , BO","05119987531, ",44.41706,11.54953,https://www.pampanorama.it/punti-vendita/bologna-castelpietro,"Gallo, Gallo BO, Italy",,,Gallo,Castel San Pietro Terme,Città Metropolitana di Bologna,Emilia-Romagna,Italy,IT,,44.417082,11.549541,67e2d42fc1670104499c1551
Pam Imola,"Via G. Di Vittorio, 70 - 40026 Imola (BO), Imola , BO",", ",,,https://www.pampanorama.it/punti-vendita/pam-imola,"Via Giuseppe di Vittorio, 70, 40026 Imola BO, Italy",70,Via Giuseppe di Vittorio,Imola,Dozza,Città Metropolitana di Bologna,Emilia-Romagna,Italy,IT,40026.0,44.3819896,11.6502909,67e2d42fc1670104499c1556
Spilimbergo,"Via Cavour, 57, 33097 Spilimbergo , PN","0427/40259, ",46.1110001,12.8936005,https://www.pampanorama.it/punti-vendita/spilimbergo,"via della repubblica, 49, 33097 Spilimbergo PN, Italy",49,via della repubblica,Spilimbergo,Spilimbergo,Provincia di Pordenone,Friuli-Venezia Giulia,Italy,IT,33097.0,46.11102500000001,12.8934833,67e2d42fc1670104499c155b
Sturno Aufiero,"Via Aufiero, 7, 83055 Sturno , AV","0825-448524, ",41.01741,15.10984,https://www.pampanorama.it/punti-vendita/sturno-via-f-aufiero-retail-pro,"Via Francesco Aufiero, 10, 83055 Sturno AV, Italy",10,Via Francesco Aufiero,Sturno,Sturno,Provincia di Avellino,Campania,Italy,IT,83055.0,41.0173994,15.1097135,67e2d42fc1670104499c1560
Benevento,"Via Ruffilli - 3, Benevento , BN",", ",41.11746250423804,14.79645392763751,https://www.pampanorama.it/punti-vendita/benevento,"Via Roberto Ruffilli, 3, 82100 Benevento BN, Italy",3,Via Roberto Ruffilli,Benevento,Benevento,Provincia di Benevento,Campania,Italy,IT,82100.0,41.1175424,14.7964576,67e2d42fc1670104499c1565
Benevento Oderisio,"Via Oderisio, 3/5, 82100 Benevento , BN","0824315524, ",41.13052,14.78364,https://www.pampanorama.it/punti-vendita/benevento-via-oderisio,"Via Oderisio da Benevento, 3, 82100 Benevento BN, Italy",3,Via Oderisio da Benevento,Benevento,Benevento,Provincia di Benevento,Campania,Italy,IT,82100.0,41.1305156,14.7835385,67e2d42fc1670104499c156a
Benevento Napoli,"Via Napoli, 123, 82100 Benevento , BN","0824 363144, ",41.1232,14.7734,https://www.pampanorama.it/punti-vendita/benevento-via-napoli-retail-pro,"Via Napoli, 121, 82100 Benevento BN, Italy",121,Via Napoli,Benevento,Benevento,Provincia di Benevento,Campania,Italy,IT,82100.0,41.1232274,14.7735698,67e2d42fc1670104499c156f
Pordenone Garibaldi,"C.so Garibaldi, 30, 33170 Pordenone , PN","0434/28016, ",45.9603005,12.6569004,https://www.pampanorama.it/punti-vendita/pordenone-garibaldi,"Corso Garibaldi, 30, 33170 Pordenone PN, Italy",30,Corso Garibaldi,Pordenone,Pordenone,Provincia di Pordenone,Friuli-Venezia Giulia,Italy,IT,33170.0,45.9603,12.6569,67e2d42fc1670104499c1574
Pordenone Grigoletti,"Via Grigoletti, 74, 33170 Pordenone , PN","0434/366892, ",45.96551330263758,12.64464736445893,https://www.pampanorama.it/punti-vendita/pordenone-grigoletti,"Viale Michelangelo Grigoletti, 74, 33170 Pordenone PN, Italy",74,Viale Michelangelo Grigoletti,Pordenone,Pordenone,Provincia di Pordenone,Friuli-Venezia Giulia,Italy,IT,33170.0,45.9655772,12.6447621,67e2d42fc1670104499c1579
Airola,"Via Lavatoio - 104, Airola , BN",", ",41.061903,14.567714,https://www.pampanorama.it/punti-vendita/airola,"Via Lavatoio, 104, 82011 Airola BN, Italy",104,Via Lavatoio,Airola,Airola,Provincia di Benevento,Campania,Italy,IT,82011.0,41.0620046,14.5675553,67e2d42fc1670104499c157e
Moiano Variante,"Via Variante Caudina SP16, 26, 80069 Moiano , BN","3516913052, ",41.07637,14.54996,https://www.pampanorama.it/punti-vendita/moiano-via-variante-retail-pro,"Via Variante Caudina, SP16, 26, 82010 Moiano BN, Italy",26,SP16,,Moiano,Provincia di Benevento,Campania,Italy,IT,82010.0,41.0760084,14.5501144,
Cervinara Rettifilo,"Via Rettifilo, 38, 83012 Cervinara , AV","0824 1810464, ",41.02543,14.61502,https://www.pampanorama.it/punti-vendita/cervinara-via-rettifilo-retail-pro,"Via Rettifilo, 51, 83012 Cervinara AV, Italy",51,Via Rettifilo,Cervinara,Cervinara,Provincia di Avellino,Campania,Italy,IT,83012.0,41.0253723,14.6148573,67e2d42fc1670104499c1583
Montesarchio,"Via Napoli, 82016 Montesarchio BN, Montesarchio , BN",", ",41.061424,14.635149,https://www.pampanorama.it/punti-vendita/montesarchio,"Via Napoli, 34, 82016 Montesarchio BN, Italy",34,Via Napoli,Montesarchio,Montesarchio,Provincia di Benevento,Campania,Italy,IT,82016.0,41.0613317,14.6350205,67e2d42fc1670104499c1588
Montesarchio S.Martino,"Via San Martino Vescovo, 149A, 82016 Montesarchio , BN",", ",41.05833,14.64431,https://www.pampanorama.it/punti-vendita/montesarchio-v-smartino-retail-pro,"Via S. Martino, 149A, 82016 Montesarchio BN, Italy",149A,Via San Martino,Montesarchio,Montesarchio,Provincia di Benevento,Campania,Italy,IT,82016.0,41.058252,14.6445166,67e2d42fc1670104499c158d
San Martino Valle Caudina,"Via San Martino Vescovo, 5, 83018 San Martino Valle Caudina , AV","0824 841034, ",41.02713,14.66325,https://www.pampanorama.it/punti-vendita/san-martino-valle-caudina-retail-pro,"Via S. Martino Vescovo, 5, 83018 San Martino Valle Caudina AV, Italy",5,Via San Martino Vescovo,San Martino Valle Caudina,San Martino Valle Caudina,Provincia di Avellino,Campania,Italy,IT,83018.0,41.0270713,14.6632787,67e2d42fc1670104499c1592
Foglianise Provinciale Vitulanese,"Via Provinciale Vitulanese SNC, 82030 Foglianise , BN",", ",41.16018,14.67107,https://www.pampanorama.it/punti-vendita/foglianise-via-provinciale-vitulanese-snc-retail-pro,"Via Roma, 27, 82030 Foglianise BN, Italy",27,Via Roma,Foglianise,Foglianise,Provincia di Benevento,Campania,Italy,IT,82030.0,41.1602747,14.670853,67e2d42fc1670104499c1597
Sant'Agata Dei Goti Cap.,"Via Cappellino, SNC, 82019 Sant'Agata De' Goti , BN","3791338758, ",41.09522,14.48992,https://www.pampanorama.it/punti-vendita/sant-agata-dei-goti-cap-retail-pro,"Via Capellino, Snc, 82019 Sant'Agata de' Goti BN, Italy",Snc,Via Capellino,,Sant'Agata de' Goti,Provincia di Benevento,Campania,Italy,IT,82019.0,41.0949282,14.4902964,
Torrecuso Cda Collepiano,"Contrada Collepiano, SNC, 82030 Torrecuso , BN","0824 875485, ",41.20752,14.69851,https://www.pampanorama.it/punti-vendita/torrecuso-cda-collepiano-retail-pro,"SP4, 82030 Torrecuso BN, Italy",,Strada Provinciale 4,,Torrecuso,Provincia di Benevento,Campania,Italy,IT,82030.0,41.2074852,14.6985237,
Udine Sud,"Viale Palmanova, 109, 33100 Udine , UD","0432/627011, ",46.0523987,13.2468996,https://www.pampanorama.it/punti-vendita/panorama-udine-sud,"Via Melegnano, 110, 33100 Udine UD, Italy",110,Via Melegnano,Udine,Udine,Ente di decentramento regionale di Udine,Friuli-Venezia Giulia,Italy,IT,33100.0,46.0524587,13.2468498,67e2d430c1670104499c159c
Udine Battisti,"Via Battisti, 9, 33100 Udine , UD","373 8864192, ",46.060512,13.233766,https://www.pampanorama.it/punti-vendita/pam-udine-battisti,"Via Cesare Battisti, 19, 33100 Udine UD, Italy",19,Via Cesare Battisti,Udine,Udine,Ente di decentramento regionale di Udine,Friuli-Venezia Giulia,Italy,IT,33100.0,46.0605129,13.2337472,67e2d430c1670104499c15a1
Udine,"Viale Venezia, 327/329, 33010 Udine , UD","0432537600, ",46.0536995,13.2135,https://www.pampanorama.it/punti-vendita/panorama-udine,"Viale Venezia, 328, 33100 Udine UD, Italy",328,Viale Venezia,Udine,Udine,Ente di decentramento regionale di Udine,Friuli-Venezia Giulia,Italy,IT,33100.0,46.0536869,13.2135387,67e2d430c1670104499c15a6
Trieste Elisi,"Via Campi Elisi-ang.Via D'Aviano, 34143 Trieste , TS","040/767923, ",45.6419983,13.7679997,https://www.pampanorama.it/punti-vendita/trieste-elisi,"Via Antonio Madonizza, 7, 34143 Trieste TS, Italy",7,Via Antonio Madonizza,Trieste,Trieste,Provincia di Trieste,Friuli-Venezia Giulia,Italy,IT,34143.0,45.6418536,13.7678681,67e2d430c1670104499c15ab
Trieste Battisti,"Via Battisti, 22, 34125 Trieste , TS","040/9852437, ",45.6534004,13.7792997,https://www.pampanorama.it/punti-vendita/trieste-battisti,"Via S. Francesco D'Assisi, 20, 34133 Trieste TS, Italy",20,Via San Francesco D'Assisi,Trieste,Trieste,Provincia di Trieste,Friuli-Venezia Giulia,Italy,IT,34133.0,45.65332739999999,13.7792528,67e2d430c1670104499c15b0
Trieste Miramare,"Via Miramare, 1, 34135 Trieste , TS","040/4261004, ",45.6577988,13.7728005,https://www.pampanorama.it/punti-vendita/trieste-miramare-ra,"V.le Miramare, 3/B, 34135 Trieste TS, Italy",3/B,Viale Miramare,Trieste,Trieste,Provincia di Trieste,Friuli-Venezia Giulia,Italy,IT,34135.0,45.6577577,13.772816,67e2d430c1670104499c15b5
Trieste Giulia,"Via Giulia, 75/3, 34126 Trieste , TS","040/571470, ",45.6553001,13.7945995,https://www.pampanorama.it/punti-vendita/trieste-giulia,"Via Giulia, 75/3, 34126 Trieste TS, Italy",75/3,Via Giulia,Trieste,Trieste,Provincia di Trieste,Friuli-Venezia Giulia,Italy,IT,34126.0,45.65529360000001,13.7947123,67e2d430c1670104499c15ba
Trieste Stock,"Via Lionello Stock, 4, 34135 Trieste , TS","040/4528146, ",45.6649017,13.7707005,https://www.pampanorama.it/punti-vendita/trieste-stock,"Via Lionello Stock, 44, 34135 Trieste TS, Italy",44,Via Lionello Stock,Trieste,Trieste,Provincia di Trieste,Friuli-Venezia Giulia,Italy,IT,34135.0,45.6650093,13.7706657,67e2d430c1670104499c15bf
Cassino,"Viale Dante, 65, 03043 Cassino , FR","077621391, ",41.489159,13.830384,https://www.pampanorama.it/punti-vendita/pam-cassino,"Viale Dante, 65, 03043 Cassino FR, Italy",65,Viale Dante,Cassino,Cassino,Provincia di Frosinone,Lazio,Italy,IT,3043.0,41.4892219,13.8304045,67e2d430c1670104499c15c4
Cassino,"Via Casilina Sud, 141, 03043 Cassino , FR","0776/37081, ",41.4840012,13.8610001,https://www.pampanorama.it/punti-vendita/panorama-cassino,"Via Casilina, 50, 03043 San Bartolomeo FR, Italy",50,Via Casilina,San Bartolomeo,Cassino,Provincia di Frosinone,Lazio,Italy,IT,3043.0,41.48375670000001,13.8617884,67e2d430c1670104499c15c9
Genova Archi,"Via alla Porta degli Archi, 48 - salita Salvatore Viale 11r, 16121 Genova , GE","010 0954181‬, ",44.4057,8.93796,https://www.pampanorama.it/punti-vendita/pam-genova-archi,"Via alla Porta degli Archi, 54, 16128 Genova GE, Italy",54,Via alla Porta degli Archi,Genova,Genova,Città Metropolitana di Genova,Liguria,Italy,IT,16128.0,44.4057332,8.9379169,67e2d430c1670104499c15ce
Genova Fiasella,"Via Fiasella, 81, 16121 Genova , GE","010/0898120, ",44.40399,8.94134,https://www.pampanorama.it/punti-vendita/pam-fiasella,"5/R. Via Fiasella Domenico, Genova, GE 16121, 16121 Genova GE, Italy",,,Genova,Genova,Città Metropolitana di Genova,Liguria,Italy,IT,16121.0,44.40394999999999,8.94131,67e2d430c1670104499c15d3
Genova Galata,"Via Galata, 50b rosso, 16121 Genova , GE","010/8174164, ",44.4067993,8.9436503,https://www.pampanorama.it/punti-vendita/genova-galata,"Via S. Vincenzo, 76r, 16121 Genova GE, Italy",76r,Via San Vincenzo,Genova,Genova,Città Metropolitana di Genova,Liguria,Italy,IT,16121.0,44.4068677,8.9436383,67e2d430c1670104499c15d8
Genova Ruspoli,"Via Ruspoli, 53, 16129 Genova , GE","010 7967171, ",44.398897,8.94679,https://www.pampanorama.it/punti-vendita/genova-ruspoli,"Via Eugenio Ruspoli, 53, 16129 Genova GE, Italy",53,Via Eugenio Ruspoli,Genova,Genova,Città Metropolitana di Genova,Liguria,Italy,IT,16129.0,44.3988591,8.946989199999999,67e2d430c1670104499c15dd
Genova Lagaccio,"Via Lagaccio, 48/R, 16158 Genova , GE","010/2850054, ",44.4244995,8.9163704,https://www.pampanorama.it/punti-vendita/genova-lagaccio,"Via del Lagaccio, 46, 16127 Genova GE, Italy",46,Via del Lagaccio,Genova,Genova,Città Metropolitana di Genova,Liguria,Italy,IT,16127.0,44.4244486,8.9163614,67e2d430c1670104499c15e2
Genova Manuzio,"Via Manuzio, 11, 16143 Genova , GE","010/500044, ",44.408699,8.9658804,https://www.pampanorama.it/punti-vendita/genova-manuzio,"Via Aldo Manuzio, 11, 16143 Genova GE, Italy",11,Via Aldo Manuzio,Genova,Genova,Città Metropolitana di Genova,Liguria,Italy,IT,16143.0,44.4086897,8.965849799999999,67e2d431c1670104499c15e7
Genova Cantore,"via Cantore 99 Rosso, 16149 Genova , GE","010/8174760, ",44.4108009,8.9035397,https://www.pampanorama.it/punti-vendita/genova-cantore,"Via Antonio Cantore, 11/A/Int.3, 16149 Genova GE, Italy",11/A,Via Antonio Cantore,Genova,Genova,Città Metropolitana di Genova,Liguria,Italy,IT,16149.0,44.4107908,8.9035814,67e2d431c1670104499c15ec
Genova Ragazzi,"Piazza Ragazzi del '99, 5, 16132 Genova , GE","010392549, ",44.400341,8.98162,https://www.pampanorama.it/punti-vendita/pam-genova-ragazzi,"Via Brenta, 3, 16147 Genova GE, Italy",3,Via Brenta,Genova,Genova,Città Metropolitana di Genova,Liguria,Italy,IT,16147.0,44.4003629,8.9815965,67e2d431c1670104499c15f1
Genova Chiaravagna,"Via Chiaravagna, 54R, 16153 Genova , GE","010/8981109, ",44.4337006,8.8545303,https://www.pampanorama.it/punti-vendita/genova-chiaravagna,"V. Chiaravagna, 22 R, 16153 Genova GE, Italy",22 R,Via Chiaravagna,Genova,Genova,Città Metropolitana di Genova,Liguria,Italy,IT,16153.0,44.4336664,8.8545205,67e2d431c1670104499c15f6
Genova Sestri,"Via Sestri Ponente, 46, 16154 Genova , GE","010/2899008, ",44.425117,8.847595,https://www.pampanorama.it/punti-vendita/genova-sestri,"Via Sestri, 19/3, 16154 Genova GE, Italy",19/3,Via Sestri,Genova,Genova,Città Metropolitana di Genova,Liguria,Italy,IT,16154.0,44.42514620000001,8.8477116,67e2d431c1670104499c15fb
Brescia,"Via F.lli Porcellaga, 26 - ang. Via Malvezzi, 25122 Brescia , BS","030/40325, ",45.5387993,10.2168999,https://www.pampanorama.it/punti-vendita/brescia,"Via Giacomo Malvezzi, 3, 25122 Brescia BS, Italy",3,Via Giacomo Malvezzi,Brescia,Brescia,Provincia di Brescia,Lombardia,Italy,IT,25122.0,45.53879500000001,10.2169065,67e2d431c1670104499c1600
Alatri,"Via Casilina Nord, Km 81,6, 03011 Alatri , FR","0775/8271, ",41.6570015,13.3233995,https://www.pampanorama.it/punti-vendita/panorama-alatri,"Via Casilina, 81.600, 03011 Alatri FR, Italy",81.600,Via Casilina,Alatri,Frosinone,Provincia di Frosinone,Lazio,Italy,IT,3011.0,41.6570363,13.321806,67e2d431c1670104499c1605
Quinzano D'Oglio,"Via De Gasperi, 3, 25027 Quinzano D'Oglio , BS","030933002, ",45.312458,10.007159,https://www.pampanorama.it/punti-vendita/pam-quinzano-d-oglio,"Via Alcide de Gasperi, 3, 25027 Quinzano d'Oglio BS, Italy",3,Via Alcide de Gasperi,Quinzano d'Oglio,Quinzano d'Oglio,Provincia di Brescia,Lombardia,Italy,IT,25027.0,45.3124319,10.0072159,67e2d431c1670104499c160a
Bordighera,"Via dei Colli, 3, 18012 Bordighera , IM","0184 260737, ",,,https://www.pampanorama.it/punti-vendita/bordighera,"Via dei Colli, 3, 18012 Bordighera IM, Italy",3,Via dei Colli,Bordighera,Bordighera,Provincia di Imperia,Liguria,Italy,IT,18012.0,43.7800202,7.673993,67e2d431c1670104499c160f
Sanremo Agosti,"Via Pietro Agosti, 307, 18038 Sanremo , IM","0184 1912048, ",43.82293,7.76586,https://www.pampanorama.it/punti-vendita/pam-sanremo-agosti,"Via Pietro Agosti, 213, 18038 Sanremo IM, Italy",213,Via Pietro Agosti,Sanremo,Sanremo,Provincia di Imperia,Liguria,Italy,IT,18038.0,43.82286209999999,7.765769799999999,67e2d431c1670104499c1614
Sanremo,"Piazza Colombo, ang. Via Canessa, 1, Sanremo , IM","0184 1914484‬, ",43.8187,7.77774,https://www.pampanorama.it/punti-vendita/sanremo,"Piazza Cristoforo Colombo, 17, 18038 Sanremo IM, Italy",17,Piazza Cristoforo Colombo,Sanremo,Sanremo,Provincia di Imperia,Liguria,Italy,IT,18038.0,43.818705,7.7777154,67e2d431c1670104499c1619
Cervo,"Piazza Martiri della Libertà, 3, 18018 Cervo , IM","0183/409486, ",43.92546,8.11005,https://www.pampanorama.it/punti-vendita/cervo,"Piazza Martiri della Libertà, 2, 18010 Cervo IM, Italy",2,Piazza Martiri della Libertà,Cervo,Cervo,Provincia di Imperia,Liguria,Italy,IT,18010.0,43.9254435,8.1101528,67e2d431c1670104499c161e
San Bartolomeo al Mare,"Via Aurelia, 136, 18016 San Bartolomeo al mare , IM","0183 408300, ",43.92049,8.09859,https://www.pampanorama.it/punti-vendita/san-bartolomeo,"Via Aurelia, 128, 18016 San Bartolomeo al Mare IM, Italy",128,Via Aurelia,San Bartolomeo al Mare,San Bartolomeo al Mare,Provincia di Imperia,Liguria,Italy,IT,18016.0,43.9204932,8.0986396,67e2d431c1670104499c1623
Diano Marina Kennedy,"Viale Kennedy, 107, 18013 Diano Marina , IM","0183 402924, ",43.913475,8.086075,https://www.pampanorama.it/punti-vendita/diano-marina-kennedy-107,"Viale Kennedy, 103, 18013 Diano Marina IM, Italy",103,Viale Kennedy,Diano Marina,Diano Marina,Provincia di Imperia,Liguria,Italy,IT,18013.0,43.9134505,8.086029,67e2d431c1670104499c1628
Diano Marina,"Via Biancheri, 32, 18013 Diano Marina , IM","0183 493127, ",43.91022,8.08203,https://www.pampanorama.it/punti-vendita/diano-marina,"Via Biancheri, 4, 18013 Diano Marina IM, Italy",4,Via Biancheri,Diano Marina,Diano Marina,Provincia di Imperia,Liguria,Italy,IT,18013.0,43.9102003,8.0820666,67e2d431c1670104499c162d
Imperia Bianchi,"Piazza Bianchi, 13, 18100 Imperia , IM","0183 753799, ",43.88933,8.04251,https://www.pampanorama.it/punti-vendita/imperia-bianchi,"Piazza G. Bianchi, 13, 18100 Imperia IM, Italy",13,Piazza G. Bianchi,Imperia,Imperia,Provincia di Imperia,Liguria,Italy,IT,18100.0,43.8893415,8.042549,67e2d431c1670104499c1632
Imperia Repubblica,"Via della Repubblica, 28, 18100 Imperia , IM","0183 754219, ",43.88999,8.03827,https://www.pampanorama.it/punti-vendita/imperia-repubblica,"Via della Repubblica, 28, 18100 Imperia IM, Italy",28,Via della Repubblica,Imperia,Imperia,Provincia di Imperia,Liguria,Italy,IT,18100.0,43.8899887,8.0382664,67e2d431c1670104499c1637
Laigueglia,"Via Roma, 36D, 17053 Liguria , SV","0182 1905360, ",43.97624,8.15781,https://www.pampanorama.it/punti-vendita/laigueglia,"Via Roma, 36D, 17053 Laigueglia SV, Italy",36D,Via Roma,Laigueglia,Laigueglia,Provincia di Savona,Liguria,Italy,IT,17053.0,43.9761903,8.1578074,67e2d432c1670104499c163c
Imperia Aurelia,"via Aurelia, 2, 18100 Imperia , IM","0183 654125, ",43.86965,8.0015,https://www.pampanorama.it/punti-vendita/imperia-aurelia,"SS 1, 2/7, 18100 Imperia IM, Italy",2/7,Strada Statale 1,Imperia,Imperia,Provincia di Imperia,Liguria,Italy,IT,18100.0,43.86976,8.001351,67e2d432c1670104499c1641
Taggia,"Viale Mazzini, 12, 18018 TAGGIA , IM","0184 462464, ",43.860633,7.853687,https://www.pampanorama.it/punti-vendita/taggia,"Viale Giuseppe Mazzini, 28, 18018 Taggia IM, Italy",28,Viale Giuseppe Mazzini,Taggia,Taggia,Provincia di Imperia,Liguria,Italy,IT,18018.0,43.8606477,7.853669600000001,67e2d432c1670104499c1646
Molteno,"Via Alcide de Gasperi 14 – 23847 Molteno (LC), Molteno , LC",", ",45.777129,9.309877,https://www.pampanorama.it/punti-vendita/pam-molteno,"Via A. De Gasperi, 8, 23847 Molteno LC, Italy",8,Via A. De Gasperi,Molteno,Molteno,Provincia di Lecco,Lombardia,Italy,IT,23847.0,45.7771622,9.3101556,67e2d432c1670104499c164b
Formia,"Via del Commercio, 3 - Località Santa Croce, 04023 Formia , LT","0771/738800, ",41.2672005,13.6724997,https://www.pampanorama.it/punti-vendita/formia,"Via Mamurrano, Formia, LT 04023, 04023 Formia LT, Italy",,,,Formia,Provincia di Latina,Lazio,Italy,IT,4023.0,41.2672006,13.6723915,
La Spezia,"Piazza Kennedy, 34, 19124 La Spezia , SP","0187026181, ",44.112516,9.835811,https://www.pampanorama.it/punti-vendita/pam-la-spezia,"Piazza John Fitzgerald Kennedy, 33, 19124 La Spezia SP, Italy",33,Piazza John Fitzgerald Kennedy,La Spezia,La Spezia,Provincia della Spezia,Liguria,Italy,IT,19124.0,44.1125506,9.8357824,67e2d432c1670104499c1650
Fosdinovo,"V.le Malaspina, 1, 54035 Fosdinovo , MS","0187/675428, ",44.0974999,9.9869604,https://www.pampanorama.it/punti-vendita/fosdinovo,"Viale Malaspina, 13, 54035 Borghetto-melara MS, Italy",13,Viale Malaspina,Borghetto-melara,Fosdinovo,Provincia di Massa e Carrara,Toscana,Italy,IT,54035.0,44.0975599,9.9869646,67e2d432c1670104499c1655
Monza Italia,"Via Italia 39, 20900 Monza , MB","0399718807, ",45.5812988,9.2738104,https://www.pampanorama.it/punti-vendita/monza,"V. Italia, 39, 20900 Monza MB, Italy",39,Via Italia,Monza,Monza,Provincia di Monza e della Brianza,Lombardia,Italy,IT,20900.0,45.58130389999999,9.2738878,67e2d432c1670104499c165a
