Store Name,Address,Contact,Latitude,Longitude,Store URL
Foggia,"Via Annino Gentile, 60 - Angolo Via Lucera SNC, Foggia , FG",", ",41.468427,15.523006,https://www.pampanorama.it/punti-vendita/foggia
Foggia Gentile,"Via Gentile, 9, 71122 Foggia , FG","0881 663577, ",41.43936,15.55840,https://www.pampanorama.it/punti-vendita/foggia-via-gentile-retail-pro
Arezzo San Lorentino,"Via M. Perennio, 23, 52100 Arezzo , AR","0575047924, ",43.46889880,11.87360000,https://www.pampanorama.it/punti-vendita/arezzo-san-lorentino
Arezzo Campo Marzio,"Via Calò, 12 - ang. Via Curina, 52100 Arezzo , AR","0575/354455, ",43.46160130,11.89640050,https://www.pampanorama.it/punti-vendita/arezzo-campo-marzio
San Giovanni Valdarno,"V.le Giotto, 28, 52027 San Giovanni Valdarno , AR","0559/121857, ",43.56769940,11.53989980,https://www.pampanorama.it/punti-vendita/san-giovanni-valdarno
Sansepolcro,"Via Montefeltro, 1/C, 52037 Sansepolcro , AR","0575/735493, ",43.57130050,12.14509960,https://www.pampanorama.it/punti-vendita/sansepolcro
Firenze Nazionale,"Via Nazionale, 108, 50123 Firenze , FI","055/9060558, ",43.75241,11.318558,https://www.pampanorama.it/punti-vendita/firenze-nazionale
Firenze Mazzini,"Viale G. Mazzini, 15/R, Firenze , FI","055 – 1998 8470, ",43.7742596,11.2699218,https://www.pampanorama.it/punti-vendita/firenze-mazzini
Firenze dei Mille,"Viale dei Mille, 62, 50131 Firenze , FI","0555300093, ",43.78412,11.27326,https://www.pampanorama.it/punti-vendita/firenze-viale-dei-mille
Firenze Proconsolo,"Via del Proconsolo 85, Firenze , FI",", ",43.772128,11.257814,https://www.pampanorama.it/punti-vendita/firenze-proconsolo
Firenze Cavour,"Via Cavour 64/R, 50121 Firenze , FI","055 0944672, ",43.77619930,11.25689980,https://www.pampanorama.it/punti-vendita/pam-local-cavour
Firenze Ottaviani,"Piazza degli Ottaviani 13/R, 50123 Firenze , FI","055/5308553, ",43.77259830,11.24890040,https://www.pampanorama.it/punti-vendita/firenze-ottaviani
Firenze Francavilla,"Via Francavilla, 13/15, 50142 Firenze , FI","055/0518445, ",43.77339940,11.22420030,https://www.pampanorama.it/punti-vendita/firenze-francavilla
Firenze Legnaia,"Via Andrea da Pontedera, 30, 50143 Firenze , FI","0559061526, ",43.76839830,11.21109960,https://www.pampanorama.it/punti-vendita/firenze-legnaia
Trento,"Via G. B. Trener, 16, 38121 Trento , TN","0461/821256, ",46.09360120,11.11460020,https://www.pampanorama.it/punti-vendita/trento
Borgo San Lorenzo,"Piazza Gramsci, 12, 50032 Borgo San Lorenzo , FI","0555370524, ",43.954119,11.3891,https://www.pampanorama.it/punti-vendita/pam-borgo-san-lorenzo
Campi Bisenzio,"Via S.Quirico, 165, 50121 Firenze , FI","055/897651, ",43.84659960,11.14319990,https://www.pampanorama.it/punti-vendita/panorama-campi-bisenzio
Prato Ferrucci,"Via Ferrucci, 132, 59100 Prato , PO","0574/593356, ",43.873322,11.105170,https://www.pampanorama.it/punti-vendita/prato-ferrucci
Poggio a Caiano,"V.le Matteotti, 18, 59016 Poggio a Caiano , PO","055/8778939, ",43.81900020,11.05099960,https://www.pampanorama.it/punti-vendita/poggio-a-caiano
San Miniato,"Via Pestalozzi, 10/12, 56028 San Miniato , PI","0571/43763, ",43.69350050,10.83430000,https://www.pampanorama.it/punti-vendita/san-miniato
Follonica,"Via Massetana - Loc. Le Corti Nuove, 58022 Follonica , GR","0566/264158, ",42.92269900,10.75930020,https://www.pampanorama.it/punti-vendita/follonica
Grosseto Barberi,"Via De Barberi, 58100 Grosseto , GR","0564/417200, ",42.75600050,11.11629960,https://www.pampanorama.it/punti-vendita/grosseto-barberi
Grosseto Sabotino,"Via del Sabotino, 6, 58100 Grosseto , GR","0564/455318, ",42.77140050,11.10690020,https://www.pampanorama.it/punti-vendita/grosseto-sabotino
Piove di Sacco,"Via Michiel, 5, 35028 Piove di Sacco , PD","0495841049, ",45.295187,12.03836,https://www.pampanorama.it/punti-vendita/pam-piove-di-sacco
Padova Santa Croce,"P.tta S. Croce, 17/18, 35123 Padova , PD","049/8803222, ",45.39170070,11.87069990,https://www.pampanorama.it/punti-vendita/padova-santa-croce
Padova Corso Milano,"Corso Milano, 90, 1241 Padova , PD",", ",45.41109850,11.86709980,https://www.pampanorama.it/punti-vendita/padova-milano
Cadorna,"Via Cadorna, 22, 35123 Padova , PD",", ",45.39665000,11.87042000,https://www.pampanorama.it/punti-vendita/padova-cadorna
Umberto I,"Via Umberto I, 14, 35123 Padova , PD","0499863586, ",45.40283200,11.87335110,https://www.pampanorama.it/punti-vendita/padova-umberto
Padova Mazzini,"Piazzale Mazzini, 10, 35137 Padova , PD","049 7300419, ",45.41378000,11.87337000,https://www.pampanorama.it/punti-vendita/padova-mazzini
Padova Piazza delle Erbe,"Piazza delle Erbe, 19, 35122 Padova , PD",", ",45.40750120,11.87520030,https://www.pampanorama.it/punti-vendita/pam-erbe
Padova Garzeria,"P.tta Garzeria, 3, 35122 Padova , PD","049/657006, ",45.40750120,11.87740040,https://www.pampanorama.it/punti-vendita/padova-garzeria
Padova San Francesco 32/B,"Via San Francesco, 32/B, 35121 Padova , PD",", ",45.40589910,11.87860010,https://www.pampanorama.it/punti-vendita/padova-sanfrancesco32
Padova San Francesco,"Via San Francesco, 181, 35121 Padova , PD","049 7446211, ",45.40219880,11.88340000,https://www.pampanorama.it/punti-vendita/padova-sanfrancesco
Padova Altinate,"Via Altinate, 121, 35121 Padova , PD","049.9863591, ",45.40769960,11.88350010,https://www.pampanorama.it/punti-vendita/padova-altinate
Padova Scrovegni,"Via Enrico degli Scrovegni 20/22/24 – 35131 Padova (PD), Padova , PD",", pamlocal2022@pamfranchising.it",45.412617,11.885856,https://www.pampanorama.it/punti-vendita/padova-scrovegni
Padova Portello,"Via del Portello, 13, 35129 Padova , PD","049 9863554, ",45.40779880,11.89200020,https://www.pampanorama.it/punti-vendita/padova-portello
Padova San Carlo,"Galleria San Carlo, 15 (zona Arcella), 35133 Padova , PD","049/8644761, ",45.43009950,11.89000030,https://www.pampanorama.it/punti-vendita/padova-san-carlo
Padova Grassi,"Via Maroncelli, 25 - ang. via A. Grassi, 35129 Padova , PD","0497300406, ",45.41414800,11.90238600,https://www.pampanorama.it/punti-vendita/padova-grassi
Enrico degli Scrovegni,"Via Enrico degli Scrovegni 20,22,24 35131 Padova, Padova , PD","3426160172, pamlocal2022@pamfranchising.it",45.435418,11.950242,https://www.pampanorama.it/punti-vendita/pam-local-enrico-degli-scrovegni
Livorno Corea,"P.zza Saragat, 10/2, 57121 Livorno , LI","0586/423481, ",43.56349950,10.32629970,https://www.pampanorama.it/punti-vendita/livorno-corea
Livorno,"Piazza Grande, 33/37, 57123 Livorno , LI","02/55196003, ",43.55039980,10.30669980,https://www.pampanorama.it/punti-vendita/pam-local-livorno
Livorno Capuccini,"Borgo Cappuccini 24, Livorno, Livorno , LI",", ",43.54595214124554,10.304985328836148,https://www.pampanorama.it/punti-vendita/pam-local-livorno-capiccini
Livorno Corso Amedeo,"Corso Amedeo, 227, 57125 Livorno , LI",", ",43.548544,10.317191,https://www.pampanorama.it/punti-vendita/pam-local-livorno-corso-amedeo
Livorno Roma,"Via del Bosco - ang. Via Roma, 57126 Livorno , LI","0586/808306, ",43.54209900,10.31320000,https://www.pampanorama.it/punti-vendita/livorno-roma
Spinea,"Via delle Industrie, 10/B, 30038 Venezia , VE","041/5413761, ",45.49319840,12.14550020,https://www.pampanorama.it/punti-vendita/spinea
Oriago,"Via Venezia 216, Oriago , VE","0418944714, ",45.453454,12.177968,https://www.pampanorama.it/punti-vendita/pam-oriago
Marghera,"Via S. Orsato, 13, 30100 Venezia , VE","041/2584211, ",45.46939850,12.24009990,https://www.pampanorama.it/punti-vendita/panorama-marghera
Mestre Popolo,"C.so del Popolo, 209, 30172 Venezia , VE","041/5310448, ",45.48339840,12.24050050,https://www.pampanorama.it/punti-vendita/mestre-popolo
Mestre local Popolo,"Corso del popolo 54/B, 30172 Mestre , VE","0419654617, ",45.488219,12.243083,https://www.pampanorama.it/punti-vendita/mestre-local-popolo
Mestre Barche,"P.zza XXVII ottobre, 1, 30172 Venezia , VE","041/956670, ",45.49200060,12.24289990,https://www.pampanorama.it/punti-vendita/mestre-barche
Mestre local Garibaldi,"Viale Garibaldi, 61/b, 30170 Mestre , VE","0415349291, ",45.49959950,12.24429990,https://www.pampanorama.it/punti-vendita/mestre-local-garibaldi
Vicenza Trento,"Viale Trento - ang. Via Pecori Giraldi, 36100 Vicenza , VI","0444/288396, ",45.55519870,11.52229980,https://www.pampanorama.it/punti-vendita/vicenza-trento
Lucca San Paolino,"Via San Paolino 16/18, 55100 Lucca , LU",", ",43.84289930,10.50179960,https://www.pampanorama.it/punti-vendita/lucca-paolino
Viareggio Risorgimento,"Largo Risorgimento, 13, 55049 Viareggio , LU","0584/1760181, ",43.868415,10.257329,https://www.pampanorama.it/punti-vendita/pam-viareggio-risorgimento-1
Treviso,"Via Zorzetto, 12, 31100 Treviso , TV","0422/583913, ",45.66389850,12.24499990,https://www.pampanorama.it/punti-vendita/treviso
Treviso,"Viale della Repubblica, 11, 31100 Treviso , TV","0422/214511, ",45.66870120,12.22480010,https://www.pampanorama.it/punti-vendita/panorama-treviso
Pontedera,"Via del Gelso, 6A, 56025 Pontedera , PI","0587/21061, ",43.66249850,10.63640020,https://www.pampanorama.it/punti-vendita/panorama-pontedera
Fornacette,"P.zza Kolbe, 2-15 Loc. Fornacette, 56012 Calcinaia , PI","0587/422240, ",43.67060090,10.58119970,https://www.pampanorama.it/punti-vendita/fornacette
Perugia Olmo,"Str. Fontana La Trinità , 2/A - Loc.Olmo, 06074 Perugia , PG","0755171700, ",43.10896,12.329604,https://www.pampanorama.it/punti-vendita/perugia-olmo
Perugia San Marco,"Str. Com. Perugia S. Marco, 85/A, 6100 Perugia , PG","0755/848579, ",43.129083,12.364311,https://www.pampanorama.it/punti-vendita/perugia-san-marco
Baglioni,"Via Baglioni, 7, 06121 Perugia , PG","0754659610, ",43.11031000,12.38934000,https://www.pampanorama.it/punti-vendita/perugia-baglioni
Marconi,"Via Guglielmo Marconi, 16, 06121 Perugia , PG","0755727456, ",43.10740000,12.39017000,https://www.pampanorama.it/punti-vendita/perugia-marconi
Pisa San Lorenzo,"Via San Lorenzo, 77, 56127 Pisa , PI",", ",43.71965000,10.40261000,https://www.pampanorama.it/punti-vendita/pam-san-lorenzo
Pisa Santa Maria,"Via Santa Maria, 84, 56126 Pisa , PI","050 9910587, ",43.72059,10.39713,https://www.pampanorama.it/punti-vendita/pisa-santa-maria
Pisa Borgo Stretto,"Borgo Stretto, 40, 56127 Pisa , PI","050/8933397, ",43.717617,10.402306,https://www.pampanorama.it/punti-vendita/pisa-borgo-stretto
Pisa Cascine,"V.le delle Cascine, 1, 56122 Pisa , PI","050/562255, ",43.72460180,10.38959980,https://www.pampanorama.it/punti-vendita/pisa-cascine
Gubbio,"Via Giotto, 9, 06024 Gubbio , PG","0759/220223, ",43.35620120,12.56379990,https://www.pampanorama.it/punti-vendita/gubbio
Chiusi,"Loc. Querce al Pino, 53043 Chiusi , SI","0578/274611, ",43.01499940,11.90680030,https://www.pampanorama.it/punti-vendita/chiusi
Castrette,"Via della Cartiera, 5 (Castrette), 31020 Villorba , TV","0422/920511, ",45.73080060,12.26050000,https://www.pampanorama.it/punti-vendita/panorama-castrette
Agliana,"Via della Libertà, 53, 51031 Agliana , PT","05741940457, ",43.903166,11.009776,https://www.pampanorama.it/punti-vendita/pam-agliana
Quarrata,"Via Statale, 173, 51039 Quarrata , PT","0573/717186, ",43.87760160,10.97760010,https://www.pampanorama.it/punti-vendita/quarrata
Pistoia,"Via Bure Vecchia Nord, 95, 51100 Pistoia , PT","0573-966900, ",43.93030170,10.90789990,https://www.pampanorama.it/punti-vendita/panorama-pistoia
Montale,"Via Buozzi, 9, 51037 Montale , PT","0573558557, ",43.938587,11.025958,https://www.pampanorama.it/punti-vendita/pam-montale
Sottomarina,"Via Marco Polo, 70, 30019 Chioggia , VE","041/5544177, ",45.20439910,12.29389950,https://www.pampanorama.it/punti-vendita/sottomarina
Chioggia,"Corso del Popolo, 1207, 30015 Chioggia , VE","041400400, ",45.217864,12.278068,https://www.pampanorama.it/punti-vendita/pam-chioggia
Signorelli,"Via Signorelli, 23, 05018 Orvieto , TR","0763.450570, ",42.71777000,12.11056800,https://www.pampanorama.it/punti-vendita/orvieto-signorelli
Orvieto,"Corso Cavour, 100, 05018 Orvieto , TR","0763 343749, ",42.71869000,12.11326000,https://www.pampanorama.it/punti-vendita/orvieto
Siena Banchi di Sotto,"Via Banchi di Sotto, 45, 53100 Siena , SI","0577052127, ",43.31923,11.33238,https://www.pampanorama.it/punti-vendita/siena-banchi-sotto
Siena Camollia,"Via Camollia 76, 53100 Siena , SI",", ",43.32514,11.32749,https://www.pampanorama.it/punti-vendita/local-siena-camollia
Siena,"P.zza Rosselli, 21 int. 1, 53100 Siena , SI","0577/287526, ",43.33060070,11.32419970,https://www.pampanorama.it/punti-vendita/siena
Verona Valverde,"via della Valverde 46, Verona ,",", ",45.434873,10.986125,https://www.pampanorama.it/punti-vendita/verona-valverde
Verona IV Novembre,"Via IV novembre, 6/A, 37126 Verona , VR","045/8343485, ",45.44580080,10.98910050,https://www.pampanorama.it/punti-vendita/verona-iv-novembre
Verona Bra,"Via dei Mutilati, 3, 37122 Verona , VR","045/8032822, ",45.43799970,10.99050050,https://www.pampanorama.it/punti-vendita/verona-bra
Verona Anfiteatro,"via Anfiteatro 9/A, Verona , VR",", ",45.440260,10.996580,https://www.pampanorama.it/punti-vendita/verona-anfiteatro
